Dates,ID,Geolocation,A->C,A->T,A->G,C->A,C->T,C->G,T->A,T->C,T->G,G->A,G->C,G->T,Unnamed: 0
2021-01-03,MW687375.1,USA: Massachusetts,1.0,1.0,3.0,1.0,8.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,56.0
2021-01-03,MW687384.1,USA: Massachusetts,0.0,0.0,3.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,58.0
2021-01-03,MW687385.1,USA: Massachusetts,0.0,1.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,59.0
2021-01-03,MW687386.1,USA: Massachusetts,1.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60.0
2021-01-03,MW687383.1,USA: Massachusetts,0.0,0.0,3.0,1.0,15.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,57.0
2021-01-03,MW687386.1,USA: Massachusetts,1.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,
2021-01-03,MW687383.1,USA: Massachusetts,0.0,0.0,3.0,1.0,15.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,
2021-01-03,MW687375.1,USA: Massachusetts,1.0,1.0,3.0,1.0,8.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,
2021-01-03,MW687393.1,USA: Massachusetts,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,61.0
2021-01-03,MW687370.1,USA: Massachusetts,0.0,0.0,2.0,0.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,
2021-01-03,MW687369.1,USA: Massachusetts,0.0,1.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,
2021-01-03,MW687371.1,USA: Massachusetts,0.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,
2021-01-03,MW687365.1,USA: Massachusetts,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,
2021-01-03,MW687384.1,USA: Massachusetts,0.0,0.0,3.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,
2021-01-03,MW687368.1,USA: Massachusetts,0.0,1.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,
2021-01-03,MW687366.1,USA: Massachusetts,0.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,
2021-01-03,MW687364.1,USA: Massachusetts,0.0,0.0,3.0,0.0,15.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,
2021-01-04,MW519806.1,USA: Massachusetts,0.0,0.0,1.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,
2021-01-04,MW495154.1,USA: MA,0.0,0.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,
2021-01-04,MW519819.1,USA: Massachusetts,0.0,0.0,5.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,
2021-01-04,MW495208.1,USA: MA,0.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,
2021-01-04,MW505234.1,USA: MA,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,
2021-01-04,MW495162.1,USA: MA,0.0,0.0,4.0,0.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,
2021-01-04,MW519820.1,USA: Massachusetts,0.0,0.0,4.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,
2021-01-04,MW687410.1,USA: Massachusetts,0.0,1.0,3.0,2.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,
2021-01-04,MW749935.1,USA: Massachusetts,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,
2021-01-04,MW749976.1,USA: Massachusetts,0.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,
2021-01-04,MW519777.1,USA: Massachusetts,0.0,0.0,3.0,2.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,86.0
2021-01-04,MW519775.1,USA: Massachusetts,0.0,0.0,3.0,1.0,12.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,85.0
2021-01-04,MW519767.1,USA: Massachusetts,0.0,0.0,5.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,84.0
2021-01-04,MW519806.1,USA: Massachusetts,0.0,0.0,1.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,87.0
2021-01-04,MW687410.1,USA: Massachusetts,0.0,1.0,3.0,2.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,83.0
2021-01-04,MW687409.1,USA: Massachusetts,0.0,1.0,4.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,82.0
2021-01-04,MW687408.1,USA: Massachusetts,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,81.0
2021-01-04,MW687407.1,USA: Massachusetts,1.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,80.0
2021-01-04,MW687398.1,USA: Massachusetts,1.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,79.0
2021-01-04,MW687397.1,USA: Massachusetts,0.0,1.0,3.0,2.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,78.0
2021-01-04,MW687389.1,USA: Massachusetts,0.0,0.0,4.0,0.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,77.0
2021-01-04,MW749935.1,USA: Massachusetts,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,
2021-01-04,MW519820.1,USA: Massachusetts,0.0,0.0,4.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,
2021-01-04,MW687389.1,USA: Massachusetts,0.0,0.0,4.0,0.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,
2021-01-04,MW519819.1,USA: Massachusetts,0.0,0.0,5.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,
2021-01-04,MW519777.1,USA: Massachusetts,0.0,0.0,3.0,2.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,
2021-01-04,MW519775.1,USA: Massachusetts,0.0,0.0,3.0,1.0,12.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,
2021-01-04,MW519767.1,USA: Massachusetts,0.0,0.0,5.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,
2021-01-04,MW687409.1,USA: Massachusetts,0.0,1.0,4.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,
2021-01-04,MW687408.1,USA: Massachusetts,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2021-01-04,MW687407.1,USA: Massachusetts,1.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
2021-01-04,MW687398.1,USA: Massachusetts,1.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,
2021-01-04,MW687397.1,USA: Massachusetts,0.0,1.0,3.0,2.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,
2021-01-04,MW687388.1,USA: Massachusetts,0.0,1.0,3.0,2.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,
2021-01-04,MW687387.1,USA: Massachusetts,0.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,
2021-01-04,MW687367.1,USA: Massachusetts,0.0,0.0,2.0,0.0,9.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,
2021-01-04,MW687360.1,USA: Massachusetts,0.0,0.0,3.0,0.0,12.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,
2021-01-04,MW749990.1,USA: Massachusetts,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
2021-01-04,MW749978.1,USA: Massachusetts,0.0,0.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,
2021-01-04,MW749956.1,USA: Massachusetts,0.0,1.0,3.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,
2021-01-04,MW495148.1,USA: MA,1.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,
2021-01-04,MW687398.1,USA: Massachusetts,1.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,
2021-01-04,MW687397.1,USA: Massachusetts,0.0,1.0,3.0,2.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,
2021-01-04,MW687387.1,USA: Massachusetts,0.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,
2021-01-04,MW687388.1,USA: Massachusetts,0.0,1.0,3.0,2.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,
2021-01-04,MW687389.1,USA: Massachusetts,0.0,0.0,4.0,0.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,
2021-01-04,MW519777.1,USA: Massachusetts,0.0,0.0,3.0,2.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,
2021-01-04,MW519775.1,USA: Massachusetts,0.0,0.0,3.0,1.0,12.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,
2021-01-04,MW519767.1,USA: Massachusetts,0.0,0.0,5.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,
2021-01-04,MW687410.1,USA: Massachusetts,0.0,1.0,3.0,2.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,
2021-01-04,MW749978.1,USA: Massachusetts,0.0,0.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,71.0
2021-01-04,MW519806.1,USA: Massachusetts,0.0,0.0,1.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,
2021-01-04,MW749935.1,USA: Massachusetts,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,68.0
2021-01-04,MW749956.1,USA: Massachusetts,0.0,1.0,3.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,69.0
2021-01-04,MW749976.1,USA: Massachusetts,0.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,70.0
2021-01-04,MW687408.1,USA: Massachusetts,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2021-01-04,MW749990.1,USA: Massachusetts,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,72.0
2021-01-04,MW687409.1,USA: Massachusetts,0.0,1.0,4.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,
2021-01-04,MW687367.1,USA: Massachusetts,0.0,0.0,2.0,0.0,9.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,
2021-01-04,MW687407.1,USA: Massachusetts,1.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
2021-01-04,MW687367.1,USA: Massachusetts,0.0,0.0,2.0,0.0,9.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,74.0
2021-01-04,MW687360.1,USA: Massachusetts,0.0,0.0,3.0,0.0,12.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,
2021-01-04,MW749990.1,USA: Massachusetts,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
2021-01-04,MW749978.1,USA: Massachusetts,0.0,0.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,
2021-01-04,MW519819.1,USA: Massachusetts,0.0,0.0,5.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,88.0
2021-01-04,MW505234.1,USA: MA,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,90.0
2021-01-04,MW505248.1,USA: MA,1.0,0.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,91.0
2021-01-04,MW495148.1,USA: MA,1.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,92.0
2021-01-04,MW495154.1,USA: MA,0.0,0.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,93.0
2021-01-04,MW495208.1,USA: MA,0.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,95.0
2021-01-04,MW505234.1,USA: MA,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,
2021-01-04,MW505248.1,USA: MA,1.0,0.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,
2021-01-04,MW505248.1,USA: MA,1.0,0.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,
2021-01-04,MW495148.1,USA: MA,1.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,
2021-01-04,MW495162.1,USA: MA,0.0,0.0,4.0,0.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,
2021-01-04,MW495208.1,USA: MA,0.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,
2021-01-04,MW519820.1,USA: Massachusetts,0.0,0.0,4.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,89.0
2021-01-04,MW687387.1,USA: Massachusetts,0.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,75.0
2021-01-04,MW495162.1,USA: MA,0.0,0.0,4.0,0.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,94.0
2021-01-04,MW687360.1,USA: Massachusetts,0.0,0.0,3.0,0.0,12.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,73.0
2021-01-04,MW749956.1,USA: Massachusetts,0.0,1.0,3.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,
2021-01-04,MW749976.1,USA: Massachusetts,0.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,
2021-01-04,MW495154.1,USA: MA,0.0,0.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,
2021-01-04,MW687388.1,USA: Massachusetts,0.0,1.0,3.0,2.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,76.0
2021-01-05,MW505263.1,USA: MA,1.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,
2021-01-05,MW495199.1,USA: MA,0.0,1.0,3.0,1.0,9.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,
2021-01-05,MW505262.1,USA: MA,1.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,
2021-01-05,MW495167.1,USA: MA,0.0,0.0,2.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,
2021-01-05,MW495174.1,USA: MA,1.0,2.0,2.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,
2021-01-05,MW495175.1,USA: MA,1.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,
2021-01-05,MW495177.1,USA: MA,0.0,0.0,3.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,
2021-01-05,MW495183.1,USA: MA,0.0,0.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,
2021-01-05,MW495185.1,USA: MA,0.0,1.0,3.0,2.0,9.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,
2021-01-05,MW495165.1,USA: MA,1.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,
2021-01-05,MW495189.1,USA: MA,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,
2021-01-05,MW495205.1,USA: MA,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,
2021-01-05,MW495207.1,USA: MA,1.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2021-01-05,MW495209.1,USA: MA,1.0,0.0,3.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,
2021-01-05,MW495210.1,USA: MA,0.0,0.0,2.0,1.0,8.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,
2021-01-05,MW495173.1,USA: MA,1.0,0.0,3.0,1.0,11.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,
2021-01-05,MW495211.1,USA: MA,0.0,0.0,4.0,1.0,15.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,
2021-01-05,MW505261.1,USA: MA,0.0,0.0,3.0,0.0,13.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,
2021-01-05,MW495199.1,USA: MA,0.0,1.0,3.0,1.0,9.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,
2021-01-05,MW505258.1,USA: MA,1.0,0.0,2.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,
2021-01-05,MW495164.1,USA: MA,1.0,0.0,5.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,
2021-01-05,MW495145.1,USA: MA,0.0,1.0,5.0,0.0,7.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,
2021-01-05,MW495164.1,USA: MA,1.0,0.0,5.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,133.0
2021-01-05,MW495165.1,USA: MA,1.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,134.0
2021-01-05,MW495167.1,USA: MA,0.0,0.0,2.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,135.0
2021-01-05,MW495174.1,USA: MA,1.0,2.0,2.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,137.0
2021-01-05,MW495199.1,USA: MA,0.0,1.0,3.0,1.0,9.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,143.0
2021-01-05,MW495175.1,USA: MA,1.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,138.0
2021-01-05,MW495177.1,USA: MA,0.0,0.0,3.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,139.0
2021-01-05,MW495145.1,USA: MA,0.0,1.0,5.0,0.0,7.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,
2021-01-05,MW495183.1,USA: MA,0.0,0.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,140.0
2021-01-05,MW495189.1,USA: MA,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,142.0
2021-01-05,MW505265.1,USA: MA,0.0,0.0,3.0,0.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,
2021-01-05,MW505265.1,USA: MA,0.0,0.0,3.0,0.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,
2021-01-05,MW495136.1,USA: MA,0.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,
2021-01-05,MW495139.1,USA: MA,0.0,1.0,3.0,1.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,
2021-01-05,MW495140.1,USA: MA,1.0,0.0,2.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,
2021-01-05,MW495144.1,USA: MA,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
2021-01-05,MW495185.1,USA: MA,0.0,1.0,3.0,2.0,9.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,141.0
2021-01-05,MW749955.1,USA: Massachusetts,1.0,0.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,
2021-01-05,MW749969.1,USA: Massachusetts,0.0,1.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-01-05,MW550013.1,USA: MA,1.0,0.0,2.0,0.0,13.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,
2021-01-05,MW495164.1,USA: MA,1.0,0.0,5.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,
2021-01-05,MW495174.1,USA: MA,1.0,2.0,2.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,
2021-01-05,MW495165.1,USA: MA,1.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,
2021-01-05,MW495212.1,USA: MA,0.0,0.0,3.0,0.0,14.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,
2021-01-05,MW495211.1,USA: MA,0.0,0.0,4.0,1.0,15.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,
2021-01-05,MW495210.1,USA: MA,0.0,0.0,2.0,1.0,8.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,
2021-01-05,MW495207.1,USA: MA,1.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2021-01-05,MW495173.1,USA: MA,1.0,0.0,3.0,1.0,11.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,
2021-01-05,MW495205.1,USA: MA,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,
2021-01-05,MW495189.1,USA: MA,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,
2021-01-05,MW495167.1,USA: MA,0.0,0.0,2.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,
2021-01-05,MW495183.1,USA: MA,0.0,0.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,
2021-01-05,MW495177.1,USA: MA,0.0,0.0,3.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,
2021-01-05,MW495175.1,USA: MA,1.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,
2021-01-05,MW495185.1,USA: MA,0.0,1.0,3.0,2.0,9.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,
2021-01-05,MW495157.1,USA: MA,0.0,0.0,3.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,
2021-01-05,MW505257.1,USA: MA,0.0,0.0,5.0,1.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,
2021-01-05,MW505247.1,USA: MA,0.0,0.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,
2021-01-05,MW505246.1,USA: MA,0.0,1.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,
2021-01-05,MW505245.1,USA: MA,0.0,0.0,4.0,1.0,11.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,
2021-01-05,MW523807.1,USA: Massachusetts,0.0,0.0,3.0,0.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,
2021-01-05,MW523817.1,USA: Massachusetts,0.0,0.0,3.0,1.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,
2021-01-05,MW523834.1,USA: Massachusetts,0.0,0.0,3.0,0.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,
2021-01-05,MW523841.1,USA: Massachusetts,0.0,0.0,5.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,
2021-01-05,MW523842.1,USA: Massachusetts,0.0,0.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,
2021-01-05,MW505216.1,USA: MA,1.0,0.0,2.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,
2021-01-05,MW505217.1,USA: MA,0.0,0.0,3.0,0.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,
2021-01-05,MW505218.1,USA: MA,0.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,
2021-01-05,MW505260.1,USA: MA,0.0,1.0,3.0,0.0,8.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,
2021-01-05,MW505219.1,USA: MA,0.0,0.0,2.0,1.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,
2021-01-05,MW505226.1,USA: MA,0.0,0.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,
2021-01-05,MW505227.1,USA: MA,0.0,1.0,2.0,0.0,9.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,
2021-01-05,MW505230.1,USA: MA,0.0,1.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,
2021-01-05,MW505231.1,USA: MA,0.0,0.0,3.0,0.0,13.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,
2021-01-05,MW505241.1,USA: MA,1.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,
2021-01-05,MW505243.1,USA: MA,0.0,0.0,2.0,0.0,9.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,
2021-01-05,MW505244.1,USA: MA,0.0,0.0,3.0,0.0,8.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,
2021-01-05,MW495157.1,USA: MA,0.0,0.0,3.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,132.0
2021-01-05,MW495212.1,USA: MA,0.0,0.0,3.0,0.0,14.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,
2021-01-05,MW495145.1,USA: MA,0.0,1.0,5.0,0.0,7.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,131.0
2021-01-05,MW495140.1,USA: MA,1.0,0.0,2.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,129.0
2021-01-05,MW505247.1,USA: MA,0.0,0.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,118.0
2021-01-05,MW505257.1,USA: MA,0.0,0.0,5.0,1.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,119.0
2021-01-05,MW505258.1,USA: MA,1.0,0.0,2.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,120.0
2021-01-05,MW505260.1,USA: MA,0.0,1.0,3.0,0.0,8.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,121.0
2021-01-05,MW505261.1,USA: MA,0.0,0.0,3.0,0.0,13.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,122.0
2021-01-05,MW495140.1,USA: MA,1.0,0.0,2.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,
2021-01-05,MW505227.1,USA: MA,0.0,1.0,2.0,0.0,9.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,
2021-01-05,MW505246.1,USA: MA,0.0,1.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,117.0
2021-01-05,MW505226.1,USA: MA,0.0,0.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,
2021-01-05,MW749969.1,USA: Massachusetts,0.0,1.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
